transaction_id,date,year,month,publisher,game_name,base_price,discount_percent,sale_price,quantity,total_revenue
TXN0005199,2022-12-08,2022,12,THQ,Let's Ride! Silver Buckle Stables,19.84,10,17.86,1,17.86
TXN0005200,2022-12-08,2022,12,Ubisoft,And1 Streetball,9.87,30,6.91,1,6.91
TXN0005201,2022-12-08,2022,12,Ubisoft,Pawly Pets: My Vet Practice,19.52,75,4.88,4,19.52
TXN0005202,2022-12-08,2022,12,Ubisoft,Pawly Pets: My Vet Practice,19.52,40,11.71,1,11.71
TXN0005203,2022-12-08,2022,12,Sega,Bleach: The 3rd Phantom,16.51,15,14.03,1,14.03
TXN0005204,2022-12-08,2022,12,Anuman,Syberia III,27.73,0,27.73,1,27.73
TXN0005205,2022-12-08,2022,12,Xseed Games,Earth Defense Force 4.1: The Shadow of New Despair,16.42,0,16.42,1,16.42
TXN0005206,2022-12-08,2022,12,KOEI,Winning Post 7 2009,12.51,75,3.13,1,3.13
TXN0005207,2022-12-08,2022,12,KOEI,Winning Post 7 2009,12.51,30,8.76,1,8.76
TXN0005208,2022-12-08,2022,12,LucasArts,Mercenaries: Playground of Destruction,13.80,40,8.28,3,24.83
TXN0005209,2022-12-08,2022,12,LucasArts,Mercenaries: Playground of Destruction,13.80,0,13.80,1,13.80
TXN0005210,2022-12-08,2022,12,Warner Bros. Interactive Entertainment,LEGO Marvel's Avengers,10.21,40,6.12,1,6.12
TXN0005211,2022-12-08,2022,12,Warner Bros. Interactive Entertainment,LEGO Marvel's Avengers,10.21,40,6.12,1,6.12
TXN0005212,2022-12-08,2022,12,Warner Bros. Interactive Entertainment,LEGO Marvel's Avengers,10.21,10,9.19,3,27.56
TXN0005213,2022-12-08,2022,12,Electronic Arts,Boom Blox,13.03,30,9.12,1,9.12
TXN0005214,2022-12-09,2022,12,Sierra Entertainment,F.E.A.R. Perseus Mandate,13.63,40,8.18,1,8.18
TXN0005215,2022-12-09,2022,12,Idea Factory,Brothers Conflict: Precious Baby,14.25,0,14.25,1,14.25
TXN0005216,2022-12-09,2022,12,Mattel Interactive,Armor Ambush,10.90,30,7.63,2,15.26
TXN0005217,2022-12-09,2022,12,Mattel Interactive,Armor Ambush,10.90,75,2.72,3,8.17
TXN0005218,2022-12-09,2022,12,Mattel Interactive,Armor Ambush,10.90,15,9.26,1,9.26
TXN0005219,2022-12-09,2022,12,Idea Factory,Hiiro no Kakera: Omoi Iro no Kioku,14.19,25,10.64,1,10.64
TXN0005220,2022-12-09,2022,12,Idea Factory,Hiiro no Kakera: Omoi Iro no Kioku,14.19,0,14.19,1,14.19
TXN0005221,2022-12-09,2022,12,Konami,Lost in Blue 2,19.12,30,13.39,2,26.77
TXN0005222,2022-12-09,2022,12,DL Softworks,Pixel Puzzles 2: Anime,14.86,20,11.89,1,11.89
TXN0005223,2022-12-09,2022,12,2K Games,Mafia III,29.73,40,17.84,1,17.84
TXN0005224,2022-12-09,2022,12,Psygnosis,Rosco McQueen: Firefighter Extreme,6.22,40,3.73,1,3.73
TXN0005225,2022-12-09,2022,12,Psygnosis,Rosco McQueen: Firefighter Extreme,6.22,20,4.97,1,4.97
TXN0005226,2022-12-09,2022,12,Ubisoft,100 All-Time Favorites,9.84,0,9.84,1,9.84
TXN0005227,2022-12-09,2022,12,Atari,Transworld Surf,8.79,25,6.59,1,6.59
TXN0005228,2022-12-09,2022,12,Atari,Transworld Surf,8.79,40,5.27,1,5.27
TXN0005229,2022-12-09,2022,12,Atari,Transworld Surf,8.79,0,8.79,1,8.79
TXN0005230,2022-12-10,2022,12,Ubisoft,Far Cry Vengeance,7.05,30,4.94,1,4.94
TXN0005231,2022-12-10,2022,12,Ubisoft,Far Cry Vengeance,7.05,25,5.29,1,5.29
TXN0005232,2022-12-10,2022,12,Ubisoft,Far Cry Vengeance,7.05,0,7.05,1,7.05
TXN0005233,2022-12-10,2022,12,Kemco,Knife Edge: NoseGunner,16.82,30,11.78,1,11.78
TXN0005234,2022-12-10,2022,12,NIS America,Ar tonelico Qoga: Knell of Ar Ciel,5.23,50,2.62,2,5.23
TXN0005235,2022-12-10,2022,12,NIS America,Ar tonelico Qoga: Knell of Ar Ciel,5.23,25,3.93,4,15.70
TXN0005236,2022-12-10,2022,12,NIS America,Ar tonelico Qoga: Knell of Ar Ciel,5.23,10,4.71,1,4.71
TXN0005237,2022-12-10,2022,12,NIS America,Atelier Totori: The Adventurer of Arland,8.55,0,8.55,1,8.55
TXN0005238,2022-12-10,2022,12,Banpresto,Summon Night Craft Sword Monogatari: Hajimari no Ishi,15.81,50,7.90,1,7.90
TXN0005239,2022-12-10,2022,12,Banpresto,Summon Night Craft Sword Monogatari: Hajimari no Ishi,15.81,25,11.85,1,11.85
TXN0005240,2022-12-10,2022,12,Banpresto,Summon Night Craft Sword Monogatari: Hajimari no Ishi,15.81,50,7.90,2,15.81
TXN0005241,2022-12-10,2022,12,Namco Bandai,Namco Museum Megamix,18.43,25,13.83,2,27.65
TXN0005242,2022-12-10,2022,12,Namco Bandai,Namco Museum Megamix,18.43,75,4.61,1,4.61
TXN0005243,2022-12-10,2022,12,Namco Bandai,Namco Museum Megamix,18.43,0,18.43,1,18.43
TXN0005244,2022-12-10,2022,12,Electronic Arts,SimCity 4: Deluxe Edition,28.65,50,14.33,2,28.65
TXN0005245,2022-12-10,2022,12,Electronic Arts,SimCity 4: Deluxe Edition,28.65,20,22.92,1,22.92
TXN0005246,2022-12-10,2022,12,Ubisoft,Peppa Pig: Fun and Games,14.88,15,12.65,1,12.65
TXN0005247,2022-12-10,2022,12,Bandai,Digimon World 4,12.32,15,10.47,1,10.47
TXN0005248,2022-12-10,2022,12,THQ,Megamind: Mega Team Unite,15.31,20,12.25,1,12.25
TXN0005249,2022-12-11,2022,12,Data Age,Airlock,13.69,30,9.59,1,9.59
TXN0005250,2022-12-11,2022,12,Activision,Cabela's Outdoor Adventures (2009),7.52,0,7.52,1,7.52
TXN0005251,2022-12-11,2022,12,Electronic Arts,Star Wars Battlefront II (2017),20.08,40,12.05,1,12.05
TXN0005252,2022-12-11,2022,12,Takara Tomy,Moyashimon DS,15.08,50,7.54,1,7.54
TXN0005253,2022-12-11,2022,12,Takara Tomy,Moyashimon DS,15.08,0,15.08,1,15.08
TXN0005254,2022-12-11,2022,12,Ubisoft,Tom Clancy's Ghost Recon Advanced Warfighter 2,16.77,25,12.58,1,12.58
TXN0005255,2022-12-11,2022,12,Team17 Software,Alien Breed 2: Assault,28.48,25,21.36,2,42.71
TXN0005256,2022-12-11,2022,12,2K Sports,Major League Baseball 2K10,11.72,50,5.86,1,5.86
TXN0005257,2022-12-11,2022,12,2K Sports,Major League Baseball 2K10,11.72,30,8.20,1,8.20
TXN0005258,2022-12-11,2022,12,2K Sports,Major League Baseball 2K10,11.72,40,7.03,1,7.03
TXN0005259,2022-12-11,2022,12,Unknown,Yoostar on MTV,17.73,0,17.73,1,17.73
TXN0005260,2022-12-11,2022,12,Nintendo,Gameboy Gallery,10.51,20,8.41,2,16.82
TXN0005261,2022-12-11,2022,12,Ubisoft,James Cameron's Avatar: The Game,9.64,20,7.71,1,7.71
TXN0005262,2022-12-11,2022,12,Deep Silver,Saints Row: Gat out of Hell,13.99,0,13.99,2,27.98
TXN0005263,2022-12-12,2022,12,Nintendo,Banjo-Tooie,15.31,0,15.31,1,15.31
TXN0005264,2022-12-12,2022,12,Hudson Entertainment,Dungeon Explorer: Warriors of Ancient Arts,16.04,40,9.62,1,9.62
TXN0005265,2022-12-12,2022,12,Hudson Entertainment,Dungeon Explorer: Warriors of Ancient Arts,16.04,30,11.23,2,22.45
TXN0005266,2022-12-12,2022,12,Hudson Entertainment,Dungeon Explorer: Warriors of Ancient Arts,16.04,10,14.43,1,14.43
TXN0005267,2022-12-12,2022,12,3f Interactive,Reversion - The Escape (1st Chapter),21.00,0,21.00,2,42.00
TXN0005268,2022-12-12,2022,12,GameMill,Big Hero 6: Battle in the Bay,15.79,10,14.21,1,14.21
TXN0005269,2022-12-12,2022,12,Global Star Software,Dora the Explorer: Journey to the Purple Planet,5.68,15,4.83,1,4.83
TXN0005270,2022-12-12,2022,12,Eidos Interactive,Conflict: Denied Ops,22.97,15,19.53,1,19.53
TXN0005271,2022-12-12,2022,12,Nintendo,Donkey Kong Land 2,19.07,20,15.26,1,15.26
TXN0005272,2022-12-12,2022,12,Sega,Aliens vs Predator,19.54,25,14.65,1,14.65
TXN0005273,2022-12-12,2022,12,Mumbo Jumbo,7 Wonders: Treasures of Seven,19.91,30,13.94,1,13.94
TXN0005274,2022-12-12,2022,12,Mumbo Jumbo,7 Wonders: Treasures of Seven,19.91,10,17.92,1,17.92
TXN0005275,2022-12-12,2022,12,Electronic Arts,Need for Speed Carbon,15.23,40,9.14,4,36.55
TXN0005276,2022-12-12,2022,12,Electronic Arts,Need for Speed Carbon,15.23,40,9.14,1,9.14
TXN0005277,2022-12-12,2022,12,THQ,Megamind: Ultimate Showdown,8.29,40,4.97,1,4.97
TXN0005278,2022-12-12,2022,12,THQ,Megamind: Ultimate Showdown,8.29,50,4.14,2,8.29
TXN0005279,2022-12-12,2022,12,THQ,Megamind: Ultimate Showdown,8.29,0,8.29,1,8.29
TXN0005280,2022-12-13,2022,12,Idea Factory,Jyuzaengi: Engetsu Sangokuden 1 + 2,8.08,20,6.46,1,6.46
TXN0005281,2022-12-13,2022,12,THQ,UFC Undisputed 2010,6.11,40,3.66,1,3.66
TXN0005282,2022-12-13,2022,12,Nintendo,Hyrule Warriors Legends,17.49,50,8.74,3,26.23
TXN0005283,2022-12-13,2022,12,Nintendo,Hyrule Warriors Legends,17.49,30,12.24,1,12.24
TXN0005284,2022-12-13,2022,12,Nintendo,Hyrule Warriors Legends,17.49,15,14.87,1,14.87
TXN0005285,2022-12-13,2022,12,Ubisoft,Press Your Luck 2010 Edition,19.56,30,13.69,1,13.69
TXN0005286,2022-12-13,2022,12,Ubisoft,Press Your Luck 2010 Edition,19.56,10,17.60,1,17.60
TXN0005287,2022-12-13,2022,12,Aksys Games,MIND?0,6.78,15,5.76,1,5.76
TXN0005288,2022-12-13,2022,12,Midway Games,Gauntlet Legends,10.22,10,9.20,1,9.20
TXN0005289,2022-12-13,2022,12,Nintendo,Excite Truck,5.02,40,3.01,1,3.01
TXN0005290,2022-12-13,2022,12,Nintendo,Excite Truck,5.02,40,3.01,1,3.01
TXN0005291,2022-12-13,2022,12,Nintendo,Excite Truck,5.02,0,5.02,1,5.02
TXN0005292,2022-12-13,2022,12,Sierra Entertainment,Ice Age 2: The Meltdown,14.71,30,10.30,1,10.30
TXN0005293,2022-12-13,2022,12,Sierra Entertainment,Ice Age 2: The Meltdown,14.71,50,7.35,4,29.41
TXN0005294,2022-12-13,2022,12,Sierra Entertainment,Ice Age 2: The Meltdown,14.71,25,11.03,1,11.03
TXN0005295,2022-12-13,2022,12,Majesco Entertainment,Zumba Fitness: World Party,8.19,0,8.19,3,24.58
TXN0005296,2022-12-13,2022,12,Nintendo,Super Mario Maker 2,24.93,30,17.45,1,17.45
TXN0005297,2022-12-13,2022,12,Square Enix,Final Fantasy XIV Online,11.53,40,6.92,1,6.92
TXN0005298,2022-12-13,2022,12,Square Enix,Final Fantasy XIV Online,11.53,10,10.37,1,10.37
TXN0005299,2022-12-13,2022,12,Nintendo,Mario & Wario,6.32,50,3.16,1,3.16
TXN0005300,2022-12-13,2022,12,Nintendo,Mario & Wario,6.32,25,4.74,1,4.74
TXN0005301,2022-12-13,2022,12,Ignition Entertainment,Zoo Keeper,15.22,40,9.13,2,18.26
TXN0005302,2022-12-13,2022,12,Ignition Entertainment,Zoo Keeper,15.22,20,12.17,2,24.35
TXN0005303,2022-12-13,2022,12,Meridian4,Hektor,25.57,75,6.39,1,6.39
TXN0005304,2022-12-13,2022,12,Meridian4,Hektor,25.57,20,20.45,1,20.45
TXN0005305,2022-12-14,2022,12,EA Sports,Knockout Kings 2002,7.47,0,7.47,2,14.94
TXN0005306,2022-12-14,2022,12,Electronic Arts,A Way Out,28.89,20,23.11,1,23.11
TXN0005307,2022-12-14,2022,12,THQ,Saints Row: The Third,11.74,50,5.87,1,5.87
TXN0005308,2022-12-14,2022,12,THQ,Saints Row: The Third,11.74,25,8.80,1,8.80
TXN0005309,2022-12-14,2022,12,THQ,Saints Row: The Third,11.74,0,11.74,1,11.74
TXN0005310,2022-12-14,2022,12,Activision,Cabela's Outdoor Adventures (2009),16.50,30,11.55,1,11.55
TXN0005311,2022-12-14,2022,12,Activision,Cabela's Outdoor Adventures (2009),16.50,40,9.90,1,9.90
TXN0005312,2022-12-14,2022,12,Activision,Cabela's Outdoor Adventures (2009),16.50,0,16.50,1,16.50
TXN0005313,2022-12-14,2022,12,Midway Games,Midway Arcade Treasures 3,6.46,50,3.23,1,3.23
TXN0005314,2022-12-14,2022,12,Midway Games,Midway Arcade Treasures 3,6.46,30,4.52,1,4.52
TXN0005315,2022-12-14,2022,12,Codemasters,DiRT,11.57,25,8.67,1,8.67
TXN0005316,2022-12-14,2022,12,THQ,Nicktoons: Freeze Frame Frenzy,7.08,50,3.54,1,3.54
TXN0005317,2022-12-14,2022,12,THQ,Nicktoons: Freeze Frame Frenzy,7.08,0,7.08,1,7.08
TXN0005318,2022-12-14,2022,12,Sega,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,12.54,30,8.78,1,8.78
TXN0005319,2022-12-14,2022,12,Microsoft Studios,Gears of War 3,9.19,0,9.19,1,9.19
TXN0005320,2022-12-14,2022,12,Ubisoft,Tom Clancy's Splinter Cell,10.58,0,10.58,1,10.58
TXN0005321,2022-12-14,2022,12,CyberFront,Labyrinth Cross Blood: Infinity,10.77,0,10.77,2,21.54
TXN0005322,2022-12-14,2022,12,SNK Playmore,Fatal Fury: Battle Archives Volume 2,19.60,30,13.72,1,13.72
TXN0005323,2022-12-14,2022,12,SNK Playmore,Fatal Fury: Battle Archives Volume 2,19.60,40,11.76,4,47.03
TXN0005324,2022-12-14,2022,12,SNK Playmore,Fatal Fury: Battle Archives Volume 2,19.60,30,13.72,1,13.72
TXN0005325,2022-12-15,2022,12,Nintendo,Kanji Sonomama DS Rakubiki Jiten,16.82,0,16.82,1,16.82
TXN0005326,2022-12-15,2022,12,5pb,Oretachi ni Tsubasa wa Nai,19.92,25,14.94,1,14.94
TXN0005327,2022-12-15,2022,12,5pb,Oretachi ni Tsubasa wa Nai,19.92,0,19.92,1,19.92
TXN0005328,2022-12-15,2022,12,THQ,Marvel Super Hero Squad: The Infinity Gauntlet,8.88,0,8.88,1,8.88
TXN0005329,2022-12-15,2022,12,Funbox Media,Atari Flashback Classics: Volume 3,28.86,15,24.53,1,24.53
TXN0005330,2022-12-15,2022,12,Electronic Arts,The Sims 3: World Adventures,27.08,40,16.25,1,16.25
TXN0005331,2022-12-15,2022,12,Electronic Arts,The Sims 3: World Adventures,27.08,30,18.96,1,18.96
TXN0005332,2022-12-15,2022,12,Konami,NHL Blades of Steel '99,19.21,50,9.61,1,9.61
TXN0005333,2022-12-15,2022,12,Konami,NHL Blades of Steel '99,19.21,30,13.45,1,13.45
TXN0005334,2022-12-15,2022,12,Ubisoft,Raving Rabbids: Travel in Time,16.86,50,8.43,1,8.43
TXN0005335,2022-12-15,2022,12,Ubisoft,Raving Rabbids: Travel in Time,16.86,30,11.80,3,35.40
TXN0005336,2022-12-15,2022,12,Ubisoft,Raving Rabbids: Travel in Time,16.86,25,12.64,1,12.64
TXN0005337,2022-12-15,2022,12,THQ,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,14.64,40,8.78,1,8.78
TXN0005338,2022-12-15,2022,12,THQ,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,14.64,40,8.78,3,26.35
TXN0005339,2022-12-15,2022,12,THQ,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,14.64,15,12.44,1,12.44
TXN0005340,2022-12-15,2022,12,Assemble Entertainment,Leisure Suit Larry: Wet Dreams Don't Dry,24.02,25,18.02,1,18.02
TXN0005341,2022-12-15,2022,12,Assemble Entertainment,Leisure Suit Larry: Wet Dreams Don't Dry,24.02,30,16.82,1,16.82
TXN0005342,2022-12-15,2022,12,Assemble Entertainment,Leisure Suit Larry: Wet Dreams Don't Dry,24.02,50,12.01,1,12.01
TXN0005343,2022-12-15,2022,12,Sony Computer Entertainment,MLB 13: The Show,8.16,50,4.08,3,12.24
TXN0005344,2022-12-15,2022,12,Sony Computer Entertainment,MLB 13: The Show,8.16,50,4.08,1,4.08
TXN0005345,2022-12-15,2022,12,Sony Computer Entertainment,MLB 13: The Show,8.16,15,6.94,1,6.94
TXN0005346,2022-12-15,2022,12,Alchemist,Sugar + Spice! Anoko no Suteki na Nanimokamo,16.43,10,14.79,1,14.79
TXN0005347,2022-12-15,2022,12,Namco Bandai,Happy Dance Collection,8.29,20,6.63,1,6.63
TXN0005348,2022-12-15,2022,12,Rebellion,Rogue Trooper Redux,24.22,0,24.22,1,24.22
TXN0005349,2022-12-16,2022,12,Yuke's,Wrestle Kingdom,8.19,40,4.92,2,9.83
TXN0005350,2022-12-16,2022,12,Yuke's,Wrestle Kingdom,8.19,25,6.14,3,18.43
TXN0005351,2022-12-16,2022,12,Yuke's,Wrestle Kingdom,8.19,15,6.96,1,6.96
TXN0005352,2022-12-16,2022,12,Gearbox Software,Fortnite,0.00,40,0.00,1,0.00
TXN0005353,2022-12-16,2022,12,Gearbox Software,Fortnite,0.00,40,0.00,1,0.00
TXN0005354,2022-12-16,2022,12,Bandai Visual,Mother Russia Bleeds,29.61,0,29.61,1,29.61
TXN0005355,2022-12-16,2022,12,Maxis,The Sims: House Party,24.09,0,24.09,1,24.09
TXN0005356,2022-12-16,2022,12,Ubisoft,Rabbids Land,18.79,50,9.40,1,9.40
TXN0005357,2022-12-16,2022,12,KOEI,Winning Post 4,5.61,10,5.04,1,5.04
TXN0005358,2022-12-16,2022,12,Crave Entertainment,Deadliest Catch: Sea of Chaos,18.36,30,12.85,1,12.85
TXN0005359,2022-12-16,2022,12,Crave Entertainment,Deadliest Catch: Sea of Chaos,18.36,20,14.69,1,14.69
TXN0005360,2022-12-16,2022,12,Sony Computer Entertainment,Neopets: The Darkest Faerie,11.89,10,10.70,1,10.70
TXN0005361,2022-12-16,2022,12,Konami Digital Entertainment,Pro Evolution Soccer 2017,25.67,40,15.40,1,15.40
TXN0005362,2022-12-16,2022,12,Tecmo Koei,Nobunaga?s Ambition: Sphere of Influence ? Ascension,19.68,0,19.68,2,39.36
TXN0005363,2022-12-16,2022,12,Electronic Arts,Hot Wheels Turbo Racing,18.38,40,11.03,1,11.03
TXN0005364,2022-12-16,2022,12,Atlus,Tokyo Beat Down,19.44,50,9.72,1,9.72
TXN0005365,2022-12-16,2022,12,Atlus,Tokyo Beat Down,19.44,25,14.58,3,43.75
TXN0005366,2022-12-16,2022,12,Atlus,Tokyo Beat Down,19.44,25,14.58,1,14.58
TXN0005367,2022-12-16,2022,12,THQ,The Punisher,12.28,50,6.14,1,6.14
TXN0005368,2022-12-16,2022,12,THQ,The Punisher,12.28,25,9.21,1,9.21
TXN0005369,2022-12-16,2022,12,THQ,The Punisher,12.28,10,11.05,1,11.05
TXN0005370,2022-12-16,2022,12,Little Orbit,Winx Club: Saving Alfea,12.37,30,8.66,1,8.66
TXN0005371,2022-12-16,2022,12,Little Orbit,Winx Club: Saving Alfea,12.37,0,12.37,2,24.75
TXN0005372,2022-12-17,2022,12,Sony Computer Entertainment,Syphon Filter 3,18.85,40,11.31,1,11.31
TXN0005373,2022-12-17,2022,12,Sony Computer Entertainment,Syphon Filter 3,18.85,0,18.85,1,18.85
TXN0005374,2022-12-17,2022,12,Unknown,Fast Food,13.48,0,13.48,1,13.48
TXN0005375,2022-12-17,2022,12,D3 Publisher,Little Anchor,14.59,0,14.59,1,14.59
TXN0005376,2022-12-17,2022,12,Konami Digital Entertainment,Silent Hill: Book of Memories,6.59,25,4.94,1,4.94
TXN0005377,2022-12-17,2022,12,Konami Digital Entertainment,Silent Hill: Book of Memories,6.59,0,6.59,1,6.59
TXN0005378,2022-12-17,2022,12,Sony Interactive Entertainment,D??racin??,11.02,40,6.61,1,6.61
TXN0005379,2022-12-17,2022,12,Sony Interactive Entertainment,D??racin??,11.02,10,9.92,1,9.92
TXN0005380,2022-12-17,2022,12,Konami,Silent Scope 2: Dark Silhouette,18.57,25,13.93,1,13.93
TXN0005381,2022-12-17,2022,12,Sega,Panzer Dragoon II Zwei,5.37,40,3.22,1,3.22
TXN0005382,2022-12-17,2022,12,Sega,Panzer Dragoon II Zwei,5.37,0,5.37,1,5.37
TXN0005383,2022-12-17,2022,12,Rockstar Games,Midnight Club II,9.30,20,7.44,1,7.44
TXN0005384,2022-12-17,2022,12,Atari,Atari Classics Evolved,18.11,0,18.11,4,72.46
TXN0005385,2022-12-17,2022,12,Sony Computer Entertainment,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,11.20,40,6.72,2,13.44
TXN0005386,2022-12-17,2022,12,Sony Computer Entertainment,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,11.20,25,8.40,1,8.40
TXN0005387,2022-12-17,2022,12,KOEI,Romance of the Three Kingdoms IV: Wall of Fire,17.57,20,14.06,1,14.06
TXN0005388,2022-12-17,2022,12,Electronic Arts,Marvel Nemesis: Rise of the Imperfects,12.73,75,3.18,1,3.18
TXN0005389,2022-12-17,2022,12,Electronic Arts,Marvel Nemesis: Rise of the Imperfects,12.73,50,6.36,2,12.73
TXN0005390,2022-12-17,2022,12,Electronic Arts,Marvel Nemesis: Rise of the Imperfects,12.73,15,10.82,1,10.82
TXN0005391,2022-12-17,2022,12,Codemasters,Race Driver 2006,7.35,15,6.24,1,6.24
TXN0005392,2022-12-17,2022,12,Activision,Street Hoops,7.89,50,3.94,1,3.94
TXN0005393,2022-12-17,2022,12,Activision,Street Hoops,7.89,40,4.73,1,4.73
TXN0005394,2022-12-17,2022,12,Activision,Street Hoops,7.89,25,5.92,1,5.92
TXN0005395,2022-12-17,2022,12,Atari,Dragon Ball GT: Transformation,17.99,50,9.00,1,9.00
TXN0005396,2022-12-17,2022,12,Atari,Dragon Ball GT: Transformation,17.99,10,16.19,3,48.57
TXN0005397,2022-12-17,2022,12,Zoo Digital Publishing,Puzzler Collection,16.53,10,14.88,1,14.88
TXN0005398,2022-12-17,2022,12,Nintendo,Kirby's Dream Collection: Special Edition,16.79,0,16.79,1,16.79
TXN0005399,2022-12-18,2022,12,Sega,Alpha Protocol,20.83,50,10.41,1,10.41
TXN0005400,2022-12-18,2022,12,Sega,Alpha Protocol,20.83,50,10.41,1,10.41
TXN0005401,2022-12-18,2022,12,Sega,Alpha Protocol,20.83,75,5.21,1,5.21
TXN0005402,2022-12-18,2022,12,Electronic Arts,The Sims 3,13.02,50,6.51,1,6.51
TXN0005403,2022-12-18,2022,12,Electronic Arts,The Sims 3,13.02,25,9.77,1,9.77
TXN0005404,2022-12-18,2022,12,Electronic Arts,The Sims 3,13.02,0,13.02,1,13.02
TXN0005405,2022-12-18,2022,12,Maximum Games,Spintires: MudRunner - American Wilds,10.90,25,8.17,1,8.17
TXN0005406,2022-12-18,2022,12,Tecmo Koei,Dead or Alive Xtreme 3: Fortune,25.43,0,25.43,1,25.43
TXN0005407,2022-12-18,2022,12,Sega,Sonic Colors,18.10,40,10.86,1,10.86
TXN0005408,2022-12-18,2022,12,Sega,Sonic Colors,18.10,20,14.48,1,14.48
TXN0005409,2022-12-18,2022,12,Crave Entertainment,World Championship Poker: Deluxe Series,9.56,30,6.69,2,13.38
TXN0005410,2022-12-18,2022,12,GarageGames,Gish,15.48,75,3.87,1,3.87
TXN0005411,2022-12-18,2022,12,GarageGames,Gish,15.48,20,12.39,1,12.39
TXN0005412,2022-12-18,2022,12,Disney Interactive Studios,LEGO Pirates of the Caribbean: The Video Game,17.98,15,15.29,1,15.29
TXN0005413,2022-12-18,2022,12,Sony Interactive Entertainment,PaRappa the Rapper Remastered,14.29,40,8.57,1,8.57
TXN0005414,2022-12-18,2022,12,Sony Interactive Entertainment,PaRappa the Rapper Remastered,14.29,0,14.29,1,14.29
TXN0005415,2022-12-18,2022,12,EA Sports,NHL 16,22.74,30,15.91,1,15.91
TXN0005416,2022-12-18,2022,12,Outright Games,Hotel Transylvania 3: Monsters Overboard,15.94,75,3.98,2,7.97
TXN0005417,2022-12-18,2022,12,Outright Games,Hotel Transylvania 3: Monsters Overboard,15.94,50,7.97,1,7.97
TXN0005418,2022-12-18,2022,12,Kadokawa Games,God Wars: Nihon Shinwa Taisen,15.72,15,13.36,1,13.36
TXN0005419,2022-12-18,2022,12,Nintendo,Super Mario Odyssey,20.29,0,20.29,1,20.29
TXN0005420,2022-12-18,2022,12,Electronic Arts,Medal of Honor: Infiltrator,17.98,30,12.59,1,12.59
TXN0005421,2022-12-18,2022,12,Electronic Arts,Medal of Honor: Infiltrator,17.98,0,17.98,1,17.98
TXN0005422,2022-12-18,2022,12,Capcom,Disney's Magical Quest 2 Starring Mickey and Minnie,6.68,0,6.68,1,6.68
TXN0005423,2022-12-18,2022,12,Nintendo,Fire Emblem: Three Houses,29.53,25,22.15,1,22.15
TXN0005424,2022-12-18,2022,12,Activision,Cabela's Outdoor Adventures (2006),5.15,40,3.09,1,3.09
TXN0005425,2022-12-18,2022,12,Level 5,Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,7.76,25,5.82,4,23.27
TXN0005426,2022-12-18,2022,12,Bandai,Gegege no Kitarou: Youkai Daiundoukai,10.66,0,10.66,1,10.66
TXN0005427,2022-12-18,2022,12,Activision,Spider-Man: The Movie,7.21,20,5.77,1,5.77
TXN0005428,2022-12-18,2022,12,Eidos Interactive,Tomb Raider: Legend,19.32,50,9.66,1,9.66
TXN0005429,2022-12-18,2022,12,Eidos Interactive,Tomb Raider: Legend,19.32,0,19.32,1,19.32
TXN0005430,2022-12-19,2022,12,Electronic Arts,The Sims,10.98,40,6.59,1,6.59
TXN0005431,2022-12-19,2022,12,Electronic Arts,The Sims,10.98,40,6.59,1,6.59
TXN0005432,2022-12-19,2022,12,Electronic Arts,The Sims,10.98,0,10.98,1,10.98
TXN0005433,2022-12-19,2022,12,Ubisoft,Tom Clancy's Rainbow Six: Vegas 2,11.14,20,8.91,1,8.91
TXN0005434,2022-12-19,2022,12,Sega,Hanagumi Taisen Columns,11.66,40,7.00,1,7.00
TXN0005435,2022-12-19,2022,12,Sega,Hanagumi Taisen Columns,11.66,10,10.50,1,10.50
TXN0005436,2022-12-19,2022,12,Tecmo,Dead or Alive 3,12.54,25,9.40,1,9.40
TXN0005437,2022-12-19,2022,12,Tecmo,Dead or Alive 3,12.54,40,7.52,3,22.57
TXN0005438,2022-12-19,2022,12,Tecmo,Dead or Alive 3,12.54,0,12.54,1,12.54
TXN0005439,2022-12-19,2022,12,Electronic Arts,Mirror's Edge,26.84,0,26.84,1,26.84
TXN0005440,2022-12-19,2022,12,Nintendo,Lego City Undercover: The Chase Begins,8.48,50,4.24,4,16.97
TXN0005441,2022-12-19,2022,12,Nintendo,Lego City Undercover: The Chase Begins,8.48,30,5.94,3,17.81
TXN0005442,2022-12-19,2022,12,Nintendo,Lego City Undercover: The Chase Begins,8.48,20,6.79,1,6.79
TXN0005443,2022-12-19,2022,12,THQ,Bass Strike,15.39,25,11.55,1,11.55
TXN0005444,2022-12-19,2022,12,Nintendo,Master of Illusion,5.60,40,3.36,1,3.36
TXN0005445,2022-12-19,2022,12,Nintendo,Master of Illusion,5.60,40,3.36,3,10.08
TXN0005446,2022-12-19,2022,12,Nintendo,Master of Illusion,5.60,10,5.04,1,5.04
